index,Location,Latitude,Longitude
2550,"Near Aarsele, West Vlaanderen, Belgium",50.9969343,3.4224989
2551,"Moscow, Russia",55.755826,37.6173
2552,"Colorado City, Arizona",36.9902621,-112.9757702
2553,"San Vicente del Caguan, Colombia",2.1136446,-74.7732056
2554,"Peoria, Illinois",40.6936488,-89.5889864
2555,"Near Qui Nhon, South Vietnam",13.7829673,109.2196634
2556,"Bath, Pennsylvania",40.7256524,-75.3940699
2557,"Off Livorno, Italy",43.548476,10.3106087
2558,"Off Padang, Indonesia",-0.948041,100.3630901
2559,"Vinnitsa, Russia",61.52401,105.318756
2560,"Near Penghu Island, Taiwan",23.583333,119.583333
2561,"Near Hue, South Vietnam",16.4637117,107.5908628
2562,"Saratov, Russia",51.5461754,46.0154123
2563,"Raleigh, North Carolina",35.7795897,-78.6381787
2564,"Tikaka, Sudan",12.862807,30.217636
2565,"Chinnamanur, India",9.8426695,77.3830076
2566,"Sofia, Bulgaria",42.6977082,23.3218675
2567,"Near Puerto Inca, Huanuco, Peru",-9.3789658,-74.9653966
2568,"Near Chetumal, Mexico",18.5001889,-88.296146
2569,"Sierra de Atalayasa, Spain",40.9711111,0.7677778
2570,"Near Funza, Colombia",4.7176677,-74.2118741
2571,"Near Betania, Colombia",5.746649,-75.977569
2572,"Near SrbskÃ¡ Kamenice, Czech Republic",50.8203582,14.3527345
2573,"Near Tegal, Indonesia",-6.8588473,109.1047663
2574,"Pha Khao, Laos",18.6591233,104.6095976
2575,"Near Valledupar, Colombia",10.4742449,-73.2436335
2576,"Near Vientiane, Laos",17.9757058,102.6331035
2577,"Albany, New York",42.6525793,-73.7562317
2578,"Near Al Fujayrah, United Arab Emirates",25.4110762,56.2482277
2579,"Shamsam Mountains, South Yemen",15.552727,48.516388
2580,"Near Rio de Janeiro, Brazil",-22.9068467,-43.1728965
2581,"Near Ardinello di Amaseno, Italy",41.4681443,13.3357795
2582,"New York, New York",40.7127753,-74.0059728
2583,"Addis Ababa, Ethiopia",9.0191936,38.7524635
2584,"Near Moyobamba, Peru",-6.0419882,-76.9700669
2585,"Nyot Mo, Laos",20.9833749,105.7835348
2586,"Bratsk, USSR",56.2928363,101.7121217
2587,"Near Carini, Sicily, Italy",38.1311058,13.181462
2588,Venezuela,6.42375,-66.58973
2589,"Near Gia Dinh, South Vietnam",10.8230989,106.6296638
2590,"Svetlogorsk, Russia",54.9394562,20.1584705
2591,"Near Kharkov, Ukraine, USSR",50.0020127,36.3073994
2592,"Lobito, Angola",-12.3757287,13.5610451
2593,"Near Helgoland, Germany",54.1803268,7.8889438
2594,"Dulac, Louisiana",29.3888318,-90.7139785
2595,"Cruzeiro do Sul Acre, Brazil",-7.6368561,-72.6702068
2596,"Dallas/Ft. Worth, Texas",32.7078751,-96.9209135
2597,"Near Pleiku, Vietnam",13.9718356,108.0150796
2598,"Santiago, Chile",-33.4488897,-70.6692655
2599,"Near an Loc, South Vietnam",11.6630859,106.5844991
2600,"Near New Delhi, India",28.6139298,77.2088282
2601,"Near Pleiku, South Vietnam",13.9718356,108.0150796
2602,"London Heathrow, Staines, Surrey, England",51.4679914,-0.455051
2603,"Ponce, Puerto Rico",18.0110768,-66.6140616
2604,"Appleton, Wisconsin",44.2619309,-88.4153847
2605,"San Francisco, California",37.7749295,-122.4194155
2606,"Off Las Palmas, Canary Islands, Spain",28.1235459,-15.4362574
2607,"Near Grytoya, Norway",68.9215599,16.5271901
2608,"Near Quang Tri, South Vietnam",16.7403074,107.1854679
2609,"Corfu Island, Greece",39.6242621,19.9216777
2610,"Villavicencio, Colombia",4.1491688,-73.6285475
2611,"Near Delhi, India",28.7040592,77.1024902
2612,"Near Soc Trang, South Vietnam",9.602521,105.9739049
2613,"Near Konigs Wusterausen, East Germany",52.2958906,13.6228382
2614,"Near Sandoway, Burma",18.4671203,94.3411001
2615,"Canaima, Venezuela",6.2390194,-62.8529363
2616,"Papua, New Guinea",-6.314993,143.95555
2617,"Near Magnitogorsk, Russia",53.3927214,59.0623067
2618,"Mt. Giluwe, Papua, New Guinea",-6.0433333,143.8866666
2619,"Trinidad, Bolivia",-14.8321487,-64.9019015
2620,"Gondar, Ethiopia",12.6030181,37.4521319
2621,"Near Dhulikhel, Nepal",27.6253491,85.5560635
2622,"Sacramento, California",38.5815719,-121.4943996
2623,"Near Ben Cat, South Vietnam",11.1318361,106.6072897
2624,"Near Adler, USSR",,
2625,"Kampot, Cambodia",10.5942421,104.1640355
2626,"Near San Fernando, Chile",-34.5842562,-70.989941
2627,"Near Moscow, USSR",55.755826,37.6173
2628,Off the Alaska coast,63.588753,-154.4930619
2629,"Off Athens, Greece",37.9681242,23.7375111
2630,"Tanna, Vanuatu",-19.5154862,169.3578201
2631,"Near Noiretable, Loire, France",45.816764,3.76642
2632,"Poggiorsini, Italy",40.9181971,16.255091
2633,"Near My Tho, South Vietnam",10.3765284,106.3438891
2634,"Near Plovdiv, Bulgaria",42.1354079,24.7452904
2635,"Elkton, Kentucky",36.8100425,-87.1541675
2636,"Near Moscow, Russia",55.755826,37.6173
2637,"Tenerife, Canary Islands",28.2915637,-16.6291304
2638,"Near Rawalpindi, Pakistan",33.5651107,73.0169135
2639,"Midway Airport, Chicago, Illinois",41.7867759,-87.7521884
2640,"Chicago, Illinois",41.8781136,-87.6297982
2641,"Off St. Maarten off, Netherlands Antilles",18.04248,-63.05483
2642,"Skaugum, Norway",59.9143132,10.7205475
2643,"Everglades National Park, Florida",25.745929,-80.5549561
2644,"San Juan, Puerto Rico",18.4670588,-66.1184593
2645,"Edmonton, Alberta, Canada",53.5460983,-113.4937266
2646,"Near Glasgow, Scotland",55.8616704,-4.2583345
2647,"Perm, Russia",58.0091683,56.2269674
2648,"Kano, Nigeria",12.0021794,8.5919561
2649,"Near Tegucigalpa, Honduras",14.065049,-87.1715002
2650,"Near Kyrenia, Cyprus",35.3322825,33.3195479
2651,"Prague, Czechoslovakia",50.0755381,14.4378005
2652,"Morgan City, Louisiana",29.6993748,-91.20677
2653,"Cerro Horqueta, Panama",8.8515685,-82.4613377
2654,"Near Isma'iliya, Egypt",30.5964923,32.2714587
2655,"Near Leningrad, Russia",59.9310584,30.3609097
2656,"Semipalatinsk, Kazakhstan",50.4233463,80.250811
2657,"Near Nabire, Indonesia",-3.3722254,135.5016253
2658,"Moscow, USSR",55.755826,37.6173
2659,"Near Nantes, France",47.218371,-1.553621
2660,"Hyderabad, India",17.406498,78.4772439
2661,"Ben Me Thuot, South Vietnam",14.058324,108.277199
2662,"Near Basel, Switzerland",47.5595986,7.5885761
2663,"Moffett AFB, California",37.4090755,-122.0507824
2664,"Bamiyan, Afghanistan",34.8100067,67.8212104
2665,"Near Semipalatinsk, USSR",,
2666,"Chita, Siberia, USSR",52.0515032,113.4711906
2667,"Svay Rieng, Cambodia",11.0877866,105.800951
2668,"Near Rimouski, Prov. Quebec, Canada",48.4389803,-68.5349704
2669,"Near New Delhi, India",28.6139298,77.2088282
2670,"Sao Luis, Brazil",-2.5306721,-44.2988947
2671,"Goussainville, France",49.030467,2.471236
2672,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965
2673,"Near Puerto Vallarta, Mexico",20.6565177,-105.211358
2674,"Amman, Jordan",31.9543786,35.9105776
2675,"Near Shakhtyorsk, Russia",49.158604,142.1034868
2676,"Nnear Kuybyshev, Russia",53.203772,50.1606382
2677,"Paris, Orly Airport, France",48.7274662,2.3623307
2678,"Off Papeete, Tahiti",-17.5324608,-149.5677151
2679,"St. Louis, Missouri",38.6270025,-90.1994042
2680,"Honolulu, HI",21.3098845,-157.8581401
2681,"Logan Airport, Boston, Massachusetts",42.3653985,-71.0107832
2682,"Near La CoruÃ±a, Spain",40.463667,-3.74922
2683,"Don Don, Haiti",19.5269646,-72.2437813
2684,"Baku, Azerbaijan, USSR",40.4092617,49.8670924
2685,"El Yopal, Colombia",4.52113,-72.72718
2686,"Bogota, Colombia",4.7109886,-74.072092
2687,"Near Huete, Spain",40.1435735,-2.6896893
2688,"Thirty-five miles west of Los Angeles, California",33.7124688,-118.2871326
2689,"King Cove, Alaska",55.0593868,-162.3130507
2690,"Moganik, Yugoslavia",,
2691,"Natchitoches, Louisiana",31.7607195,-93.0862749
2692,"Rich Mountain, Arkansas",34.6906595,-94.3371604
2693,"Miritituba, Brazil",-4.2969018,-55.9599543
2694,"Near Sverdlovsk, Russia",56.8430993,60.6454086
2695,"Magadan, Russia",59.5594397,150.8127537
2696,"Near Domodedovo, Russia",55.4430234,37.747817
2697,"Guanabara Bay, Brazil",-22.8115667,-43.1544605
2698,"Villavicencio, Colombia",4.1491688,-73.6285475
2699,"Boston,: Massachusetts",42.3600825,-71.0588801
2700,"Near Albuquerque, New Mexico",35.0843859,-106.650422
2701,"Near Quang-Ngai, South Vietnam",15.1213873,108.8044145
2702,"Moscow, USSR",55.755826,37.6173
2703,"Near Karacharovo, USSR",,
2704,"Rome, Italy",41.8967068,12.4822025
2705,"Near Siagon, South Vietnam",10.8230989,106.6296638
2706,"Near Tetouan, Morocco",35.5888995,-5.3625516
2707,"Lvov, Ukraine, USSR",49.839683,24.029717
2708,"Durban, South Africa",-29.8586804,31.0218404
2709,"Near Turin, Italy",45.0703155,7.6868552
2710,"Johnstown, Pennsylvania",40.3267407,-78.9219698
2711,"Unduavi, Bolivia",-16.3114921,-67.9069058
2712,"Mukachevo, Ukraine",48.4493055,22.7117106
2713,"Near Nevia, Colombia",2.9344837,-75.2809001
2714,"La Paz, Bolivia",-16.489689,-68.1192936
2715,"Cigorodo, Colombia",7.6178915,-76.5950555
2716,"Izmir, Turkey",38.423734,27.142826
2717,"Pago Pago, American Samoa",-14.2732727,-170.7030577
2718,"Near Honolulu, HI",21.3098845,-157.8581401
2719,"Near Souda, Crete",35.4874818,24.0742105
2720,"Baltimore, Maryland",39.2903848,-76.6121893
2721,"San Francisco de Moxos, Bolivia",-15.4131616,-65.3539883
2722,"Near Ermenonville, France",49.127692,2.697813
2723,"Hanoi, Vietnam",21.0277644,105.8341598
2724,"Bishop, California",37.3613936,-118.395236
2725,"Tehran, Iran",35.7218583,51.3346954
2726,"Francistown, Botswana",-21.1661005,27.5143603
2727,"Grogak, Bali, Indonesia",-8.191287,114.790497
2728,"Near Leningrad, USSR",59.9310584,30.3609097
2729,"Galveston, Texas",29.3013479,-94.7976958
2730,"Banos, Ecuador",-1.3928344,-78.4268758
2731,"Nurnberg, Germany",49.4521018,11.0766654
2732,"Springfield, Illinois",39.7817213,-89.6501481
2733,"Kiev, Ukraine, USSR",50.4503596,30.5245025
2734,"Rankin Inlet, Canada",62.808375,-92.0852853
2735,"Monte San Isidro, Colombia",4.570868,-74.297333
2736,"Battambang, Khmer Republic",13.09573,103.2022055
2737,"Umiat, Alaska",69.367233,-152.143295
2738,"Bogota, Colombia",4.7109886,-74.072092
2739,"Near Moc Hoa, Vietnam",10.7787307,105.9278566
2740,"Mt. Apica, PQ, Canada",52.9399159,-73.5491361
2741,"Near Ouagadougou, Upper Volta",12.3714277,-1.5196603
2742,"Cali, Colombia",3.4516467,-76.5319854
2743,"Margarita Island, Venezuela",10.9970723,-63.9113296
2744,"Near Kisangani, Zaire",0.5185303,25.2007728
2745,"Tandjung-karang, Indonesia",-5.409215,105.254097
2746,"Ionian Sea , off Kefallinia, Greece",38.1565237,20.3852059
2747,"Near Charlotte, North Carolina",35.2270869,-80.8431267
2748,"Phan Rang, South Vietnam",11.5825677,108.9912066
2749,"Calapan, Philippines",13.3770935,121.1645706
2750,"Old Man's Camp, Alaska",63.588753,-154.4930619
2751,"Pagosa Springs, Colorado",37.26945,-107.0097617
2752,"Near Surgut, Russia",61.2545849,73.3961699
2753,"Manila, Philippines",14.5995124,120.9842195
2754,"Near Nairobi, Kenya",-1.2920659,36.8219462
2755,"Soddu, Ethiopia",6.8647105,37.7622728
2756,"Barcelona, Spain",41.3873974,2.168568
2757,"Near Berryville, Virginia",39.1517713,-77.9822193
2758,"Bear Mountain, Thiells, New York",41.21065,-74.0176411
2759,"Irkutsk, Russia",52.2854834,104.2890222
2760,"Near Maskeliya, Sri Lanka",6.8329294,80.5709256
2761,"Near Old Harbors, Alaska",57.20416,-153.3045379
2762,"Near Moc Hoa, South Vietnam",10.7787307,105.9278566
2763,"Bukhara, Uzbekistan",39.7680827,64.4555769
2764,"Maturin, Venezuela",9.7333906,-63.1914317
2765,"Near Sibiu, Romania",45.8034789,24.1449997
2766,"Tikal, Guatemala",17.2248941,-89.6110378
2767,"Near Nha Trang, Vietnam",-35.5530682,138.620254
2768,"Near Doncello, Colombia",1.6573873,-75.1078332
2769,"Whittier, California",33.9791793,-118.032844
2770,"Budapest, Hunary",47.497912,19.040235
2771,"Xam Neua, Laos",20.4170831,104.04787
2772,"Istanbul, Turkey",41.0082376,28.9783589
2773,"Santo Domingo, Dominican Republic",18.4626178,-69.9360924
2774,"Houston, Texas",29.7604267,-95.3698028
2775,"Manila, Philippines",14.5995124,120.9842195
2776,"Souda, Crete",35.4874818,24.0742105
2777,"Fairbanks, Alaska",64.8400511,-147.7199756
2778,"Medellin, Colombia",6.2476376,-75.5658153
2779,"Near Sao Paulo, Brazil",-23.5557714,-46.6395571
2780,"Pleiku, South Vietnam",13.9718356,108.0150796
2781,"Near Barito, Argentina",-38.416097,-63.616672
2782,"Singa, Sudan",13.144812,33.926691
2783,"Near Terney, Russia",45.0485526,136.61411
2784,"Near Quilcene, Washington",47.8223137,-122.8757199
2785,"Saigon, South Vietnam",10.8230989,106.6296638
2786,"Near Sakon Nakhon, Thailand",17.1664211,104.1486055
2787,"Manila, Philippines",14.5995124,120.9842195
2788,"Pedro Alfonso, Brazil",-8.9755195,-48.1736365
2789,"JFK Airport, New York, New York",40.6446245,-73.7797035
2790,"Toledo, Ohio",41.6528052,-83.5378674
2791,"Bogota, Colombia",4.7109886,-74.072092
2792,"Near Batumi, Georgia, USSR",41.6460978,41.64049
2793,"Taipei, Taiwan",25.0329694,121.5654177
2794,"Near Immouzer, Morocco",30.6726508,-9.480813
2795,"Off Amapala, Honduras",13.2916538,-87.6519473
2796,"Denver, Colorado",39.7392358,-104.990251
2797,"Bagdarin, Russia",54.4479459,113.5909765
2798,"Krasnovodsk, USSR",40.0336591,52.9759299
2799,"Near Damascus, Syria",33.5132192,36.2768193
2800,"Near Gambell, Alaska",63.777665,-171.7326445
2801,"Leipzig-Halle, East Germany",51.4200489,12.2210966
2802,"Near Bahar Dar, Ethiopia",11.5876434,37.3878324
2803,"Near Palembang, Indonesia",-2.9760735,104.7754307
2804,"Off Beirut, Lebanon",33.8937913,35.5017767
2805,"Barranquilla, Colombia",11.0041072,-74.8069813
2806,"Novgorod, Russia",58.5255698,31.2741928
2807,"Cairns Airport, Queensland, Australia",-16.8777626,145.7499352
2808,"Tomonoco, Bolivia",-16.290154,-63.588653
2809,"Near Prague, Czechoslovakia",50.0755381,14.4378005
2810,Gulf of Mexico,25.304304,-90.065918
2811,"Near Sukhumi, Georgia, USSR",43.0015252,41.0234153
2812,"Caoba, Guatemala",17.0271108,-89.6745683
2813,"Kharkov, Ukraine, USSR",50.0020127,36.3073994
2814,"Sofia, Bulgaria",42.6977082,23.3218675
2815,"Near Bir Lahfan, Egypt",31.0063889,33.8622222
2816,"Hertfordshire, England",51.8097823,-0.2376744
2817,"Rollinsville, Colorado",39.9172094,-105.5011084
2818,"Near Al Qaysumah, Saudi Arabia",28.3056714,46.1201776
2819,"Anchorage, Alaska",61.2175758,-149.8996785
2820,"Moscow, Russia",55.755826,37.6173
2821,"Mactan Island, Philippines",10.2990463,123.9638531
2822,"Near San Borja, Bolivia",-14.8584943,-66.7470439
2823,"Near Loja, Ecuador",-3.9952065,-79.2022123
2824,"Near Shanghai, China",31.230416,121.473701
2825,"Chapeco, Brazil",-27.1048145,-52.6143383
2826,"Off Santa Maria, Colombia",4.8263598,-73.2529464
2827,"Van Nuys, California",34.2012166,-118.466222
2828,"Irkutsk, Russia",52.2854834,104.2890222
2829,"St. Croix, Virgin Islands",17.7245968,-64.8347992
2830,"Sibiu, Romania",45.8034789,24.1449997
2831,Southeastern Bolivia,-16.290154,-63.588653
2832,"Near Voronezh, Russia",51.6683487,39.1919288
2833,"Igiugig, Alaska",59.3272919,-155.8917833
2834,"Near Puerto Asis, Colombia",0.4985097,-76.4977428
2835,"Ketchikan, Alaska",55.3422222,-131.6461111
2836,"Neuquen, Argentina",-38.9516784,-68.0591888
2837,Gulf of Mexico,25.304304,-90.065918
2838,"St. Thomas, Virgin Islands",18.3380965,-64.8940946
2839,"Camuigan, Philippines",12.879721,121.774017
2840,"Near Cuneca, Spain",40.0703925,-2.1374162
2841,"Chernigov, Ukraine, USSR",51.4982,31.28935
2842,"Zamboanga, Philipines",6.9214424,122.0790267
2843,"Nacias Nguema, Equatorial Guinea",1.650801,10.267895
2844,"Agana, Guam",13.4769279,144.7542853
2845,"Off Kota Kinabalu, Malaysia",5.9843644,116.077344
2846,"Entebbe, Uganda",0.0511839,32.463708
2847,"Daiku, Burma",17.7860262,96.679851
2848,"Bratislava, Czechoslovakia",48.1485965,17.1077477
2849,"Near Tehran, Iran",35.7218583,51.3346954
2850,"Moron AFB, Spain Moron AFB, Spain Moron AFB, Spain",37.1725065,-5.6058088
2851,"Andes Mountains, Ecuador",-1.831239,-78.183406
2852,"Ho Chi Minh City, Vietnam",10.8230989,106.6296638
2853,"Near Thorney, England",52.6214197,-0.1080679
2854,"Hawk Inlet, Alaska",58.1258333,-134.7530556
2855,"Lajes, Azores, Portugal",38.7625129,-27.1058848
2856,"Off Adler, Russia",43.4343234,39.9339462
2857,"Near Gaj, Hrvatska, Yugoslavia",45.1,15.2
2858,"Karatepe Mountains, Turkey",37.263627,36.2420789
2859,"Near Alpena, Michigan",45.0616794,-83.4327528
2860,"Nairobi, Kenya",-1.2920659,36.8219462
2861,"Off Bridgetown, Barbados",13.0971177,-59.6132388
2862,"Santa Cruz, Bolivia",-17.8145819,-63.1560853
2863,"Near Bombay, India",19.0759837,72.8776559
2864,"Near Petrolia, Brazil",-14.235004,-51.92528
2865,"Banjarmasin, Indonesia",-3.3186067,114.5943784
2866,Atlantic Ocean,-14.5994134,-28.6731465
2867,"Kozani, Greece",40.3005586,21.7887737
2868,"Moscow, Russia",55.755826,37.6173
2869,"Cape May, New Jersey",38.9351125,-74.9060053
2870,"Ust-Kut, Russia",56.7910394,105.7768683
2871,"Kiev, USSR",50.4503596,30.5245025
2872,"Nnear Yuzhno-Sakhalinsk, Russia",46.9640949,142.7284716
2873,"Near Bangkok, Thailand",13.7563309,100.5017651
2874,"Near Trujillo, Peru",-8.1157846,-79.0257381
2875,"Near Palm Springs, California",33.8302961,-116.5452921
2876,"Anchorage, Alaska",61.2175758,-149.8996785
2877,"Near Alma Ata, Kazakastan, USSR",43.2379761,76.8828618
2878,"Terrace, BC, Canada",54.5181925,-128.603154
2879,"Kalvesta, Sweden",59.383333,17.85
2880,,,
2881,"Bratislava, Slovakia",48.1485965,17.1077477
2882,"Mineralnye Vody, Russia",44.211675,43.1238527
2883,"Near Saglouc, Canada",62.20356,-75.6427257
2884,"Off Aden, Yemen",15.552727,48.516388
2885,"Near Cascina, Italy",43.6850273,10.5003315
2886,"Niamey, Niger",13.5115963,2.1253854
2887,"Tenerife, Canary Islands",28.2915637,-16.6291304
2888,"Bainaha Valley, Indonesia",-0.789275,113.921327
2889,"Near Zhadanof, Russia",61.52401,105.318756
2890,"New Hope, Georgia",34.7275,-84.5088899
2891,"SW of Bogota, Colombia",4.7109886,-74.072092
2892,"Tapa AFB, Estonia",59.2648452,25.961676
2893,"Guatemala City, Guatemala",14.6349149,-90.5068824
2894,"Near Jericho, Jordan",31.8611058,35.4617583
2895,"Beiruit, Lebanon",33.8937913,35.5017767
2896,"Near Lusaka, Zambia",-15.4154677,28.2773267
2897,"New York, New York",40.7127753,-74.0059728
2898,"Havana, Cuba",23.1135925,-82.3665956
2899,"Natal, Brazil",-5.7841695,-35.1999708
2900,"Salto-Nueva Hesperides, Uruguay",-31.4380403,-57.9808966
2901,Off Wake Island,19.279619,166.6499348
2902,"Saint Louis, Missouri",38.6270025,-90.1994042
2903,"Off Kirovograd, Ukraine",48.5070977,32.2641984
2904,"Near Cuangar, Angola",-17.6053207,18.6264694
2905,"Vitim, Russia",58.63286055,113.1703218
2906,"Jima, Ethiopia",7.6753269,36.8372893
2907,"Near Puerto Montt, Chile",-41.4693622,-72.9424405
2908,"Near Yoro, Honduras",15.1369653,-87.1273253
2909,"Encino, California",34.1592881,-118.5011688
2910,"San Jose, Costa Rica",9.9280694,-84.0907246
2911,"Kona, Hawaii",19.6419129,-155.9962255
2912,Off Hong Kong,22.3193039,114.1693611
2913,"Near Cuenca, Ecuador",-2.9001285,-79.0058965
2914,"Mt. Iliamna, Alaska",60.0324921,-153.0880479
2915,"Mt. Loi Hsam Hsao, Burma",21.916221,95.955974
2916,"Yakutat, Alaska",59.5453393,-139.7268441
2917,"Near Albuquerque, New Mexico",35.0843859,-106.650422
2918,"Bucharest, Romania",44.4267674,26.1025384
2919,"Kuala Lumpur, Malaysia",3.1319197,101.6840589
2920,"Near Gillsburg, Mississippi",31.0251781,-90.6559323
2921,"Mindoro, Philippines",13.1162266,121.0793705
2922,"San Cristobal de las Casas, Mexico",16.7370359,-92.6376186
2923,"Rome, Italy",41.8967068,12.4822025
2924,"Near Funchal, Island of Madeira, Portugal",32.6506129,-16.9082357
2925,"Near Bariloche, Argentina",-41.1334722,-71.3102778
2926,"Near Beziers, France",43.344233,3.215795
2927,"Near Al Bayda, Lebanon",33.854721,35.862285
2928,"Straits of Johore, near Kampung Ladang, Malaysia",1.361071,103.6136621
2929,"Intracostal City, Louisiana",29.7843773,-92.1562386
2930,"Tarko-Saley, USSR",64.9120778,77.7636861
2931,"Hierro, Canary Islands",27.7254993,-18.024301
2932,"Evansville, Indiana",37.9715592,-87.5710898
2933,"Near Salt Lake City, Utah",39.3209801,-111.0937311
2934,"Off Madeira, Portugal",32.7607074,-16.9594723
2935,"Vieques, Puerto Rico",18.1262854,-65.4400985
2936,"Willemstad, Curacao, Netherlands Antilles",12.103852,-68.9323695
2937,"Cuenca, Ecuador",-2.9001285,-79.0058965
2938,"Off Bandra, Maharashtra, India",19.0595596,72.8295287
2939,"Near San Vincente, Colombia",6.285815,-75.33422
2940,"Eirunepe, Brazil",-6.6571313,-69.8667152
2941,"Near Artigas, Uruguay",-30.4043287,-56.4692371
2942,"Richland, Washington",46.28042,-119.2751996
2943,"Cranbrook, British Columbia, Canada",49.5129678,-115.7694002
2944,"Solvang, California",34.5958201,-120.1376481
2945,"LAX, Los Angeles, California",33.942153,-118.4036052
2946,"Kano, Nigeria",12.0021794,8.5919561
2947,"Off Caracas, Venezuela",10.4805937,-66.9036063
2948,"Vrastsa, Bulgaria",43.2102375,23.5528803
2949,"Near Riverside, California",33.9806005,-117.3754942
2950,"Okaraba, Burma",21.916221,95.955974
2951,"Off Galveston, Texas",29.3013479,-94.7976958
2952,"St. Thomas, Virgin Islands",18.3380965,-64.8940946
2953,"Near Murmansk, Russia",68.9733113,33.0855848
2954,"Bogota, Colombia",4.7109886,-74.072092
2955,"Pensacola, Florida",30.421309,-87.2169149
2956,"Pochinok, Russia",54.4053326,32.439638
2957,"Saint John's, Newfoundland",47.5556097,-52.7452511
2958,"Off Bergen, Norway",60.3912628,5.3220544
2959,"Toronto, Canada",43.653226,-79.3831843
2960,"Sogamoso, Bolivia",-16.290154,-63.588653
2961,"Papun, Burma",18.0618229,97.4408397
2962,"Las Vegas, Nevada",36.171563,-115.1391009
2963,"Conakry, Guinea",9.5090945,-13.7119312
2964,"Coal Harbour, BC, Canada",50.599568,-127.583335
2965,"Near Kariba, Rhodesia (Zimbabwe)",-16.5165955,28.8488984
2966,"Wrangell, Alaska",56.4706104,-132.3815263
2967,"Near Mexico City, Mexico",19.4326077,-99.133208
2968,"Whittier, AK",60.7745903,-148.6858408
2969,"Paranaque, Philippines",14.4793095,121.0198229
2970,"San Diego, California",32.715738,-117.1610838
2971,"Near Kuopio, Finland",62.8965859,27.6785574
2972,"Near Mandalay, Myanmar",21.9588282,96.0891032
2973,"Santiago de Chile, Chile",-33.4488897,-70.6692655
2974,"Sverdlovsk, Russia",56.8430993,60.6454086
2975,"Kenai, Alaska",60.5549114,-151.2597037
2976,"Off Bellona, Solomon Islands",-11.300298,159.7942195
2977,"Gulf of Sivash, USSR",,
2978,"Off Alexandria, Egypt",31.2000924,29.9187387
2979,"Near Katunayake, Sri Lanka",7.1724849,79.8853484
2980,"Off Marie Galante Island, West Indies",15.9235421,-61.2571513
2981,"Near Leh, India",34.1525864,77.5770535
2982,"Near Rubio, Venezuela",7.6988579,-72.3607108
2983,"Hydaburg, Alaska",55.2074214,-132.8275439
2984,"Near Steamboat Springs, Coloado",40.4849769,-106.8317158
2985,"Selvapiana, Italy",43.7934892,11.4655043
2986,"Hyderabad, India",17.406498,78.4772439
2987,"Off Cinisi, Sicily, Italy",38.1585316,13.1054142
2988,"Portland, Oregon",45.515232,-122.6783853
2989,"Minsk, Russia",61.52401,105.318756
2990,"Bechar, Algeria",31.6238098,-2.2162443
2991,"Rodez, France",44.349389,2.575986
2992,"125 miles ENE of Tokyo, Japan",35.6764225,139.650027
2993,"Near Agudos, Brazil",-22.4714683,-48.9790477
2994,"Near Kariba, Rhodesia",-16.5165955,28.8488984
2995,"Clarksburg, West Virginia",39.2806451,-80.3445341
2996,"Manakau Harbor, New Zealand",-37.09273267,174.731095
2997,"Barentu, Ethiopia",8.5336749,39.265151
2998,"Gulfport, Mississippi",30.3674198,-89.0928155
2999,"Off Marina del Rey, California",33.9802893,-118.4517449
3000,"Bejing, China",39.904211,116.407395
3001,"Near Doha Airport, Qatar",25.2854473,51.5310398
3002,"Near Moscow, Russia",55.755826,37.6173
3003,"Luanda, Angola",-8.8146556,13.2301756
3004,"Ste. Foy, PQ, Canada",46.7670748,-71.2888243
3005,"Off Avalon, California",33.3428193,-118.3282279
3006,"Newark, New Jersey",40.735657,-74.1723667
3007,"Near Cuenca, Ecuador",-2.9001285,-79.0058965
3008,"Bullen Point, Alaska",70.185,-146.8666667
3009,"Chicago O'Hare, Illinois",41.9772983,-87.8368909
3010,"Off Dakar, Senegal",14.716677,-17.4676861
3011,"Rockland, Maine",44.1036914,-69.1089293
3012,"Near Leh, India",34.1525864,77.5770535
3013,"Hyannis, Massachusetts",41.6524911,-70.2881124
3014,"Near Medan Airfield, Indonesia",3.5951956,98.6722227
3015,"Bua, Fiji",-16.7668752,178.7493998
3016,"Anchorage, Alaska",61.2175758,-149.8996785
3017,"Beirut, Lebanon",33.8937913,35.5017767
3018,"St. Croix, Virgin Islands",17.7245968,-64.8347992
3019,"Off Sumburgh, Shetlands, Scotland",59.869131,-1.287109
3020,"Canton, Ohio",40.7989473,-81.378447
3021,"Leningrad, USSR",59.9310584,30.3609097
3022,"Near Panvel, India",18.9894007,73.1175162
3023,"Near Volgograd, Russia",48.708048,44.5133034
3024,"Near Enisseysk, USSR",,
3025,"Near Kirsanov, Russia",52.6532692,42.7207435
3026,"Andema, Russia",61.52401,105.318756
3027,"Off Taipei, Taiwan",25.0329694,121.5654177
3028,"Near Klamath Falls, Oregon",42.224867,-121.7816704
3029,"Near Sarroch, Italy",39.0655206,9.0108772
3030,"Blink Horn Point, Canada",56.130366,-106.346771
3031,"Merced, California",37.3021632,-120.4829677
3032,"Porpoise Bay, British Columbia Canada",49.4803747,-123.7531672
3033,"Athens, Greece",37.9838096,23.7275388
3034,"Covington, Kentucky",39.0836712,-84.5085536
3035,"Lensk, Russia",60.7213913,114.9024031
3036,"Mexico City, Mexico",19.4326077,-99.133208
3037,"Near Chicago, Illinois",41.8781136,-87.6297982
